WKT,ID
"MULTIPOLYGON (((-1.10873730 50.80102317,-1.10872178 50.80099150,-1.10864231 50.80100683,-1.10865735 50.80103827,-1.10873730 50.80102317,-1.10873730 50.80102317)))",BLD-1085
"MULTIPOLYGON (((-1.10864231 50.80100683,-1.10862784 50.80097787,-1.10846525 50.80100981,-1.10845369 50.80098624,-1.10834390 50.80100776,-1.10835537 50.80103144,-1.10795773 50.80110937,-1.10801857 50.80123225,-1.10801864 50.80123222,-1.10868744 50.80110161,-1.10867548 50.80107617,-1.10864231 50.80100683,-1.10864231 50.80100683)))",BLD-1084
"MULTIPOLYGON (((-1.10469434 50.80123641,-1.10469952 50.80124746,-1.10459606 50.80126721,-1.10459171 50.80122802,-1.10468225 50.80121063,-1.10468807 50.80122305,-1.10469434 50.80123641,-1.10469434 50.80123641)))",BLD-1066A
"MULTIPOLYGON (((-1.10570158 50.80089387,-1.10570524 50.80090149,-1.10569845 50.80090280,-1.10572266 50.80095326,-1.10594859 50.80090972,-1.10595566 50.80092348,-1.10600287 50.80091425,-1.10599667 50.80090063,-1.10601942 50.80089582,-1.10600067 50.80085682,-1.10600415 50.80085592,-1.10599314 50.80083277,-1.10598613 50.80083425,-1.10598621 50.80083459,-1.10596123 50.80083944,-1.10570158 50.80089387,-1.10570158 50.80089387)))",BLD-1020A
"MULTIPOLYGON (((-1.10489313 50.80047255,-1.10508127 50.80043551,-1.10502797 50.80032677,-1.10496074 50.80033977,-1.10496101 50.80034034,-1.10489328 50.80035365,-1.10489584 50.80035887,-1.10484329 50.80036915,-1.10489313 50.80047255,-1.10489313 50.80047255)))",BLD-1018
"MULTIPOLYGON (((-1.10508127 50.80043551,-1.10542422 50.80036801,-1.10541751 50.80035491,-1.10548256 50.80034265,-1.10547014 50.80031816,-1.10568788 50.80027581,-1.10567126 50.80024190,-1.10567337 50.80024148,-1.10565253 50.80020099,-1.10559676 50.80021185,-1.10558826 50.80019433,-1.10556349 50.80019909,-1.10557201 50.80021666,-1.10553171 50.80022451,-1.10550304 50.80016558,-1.10550208 50.80016357,-1.10550650 50.80016272,-1.10549728 50.80014101,-1.10550072 50.80014028,-1.10548972 50.80011838,-1.10548669 50.80011901,-1.10547542 50.80009726,-1.10547085 50.80009813,-1.10544138 50.80003655,-1.10548152 50.80002886,-1.10549128 50.80004664,-1.10551867 50.80004148,-1.10550888 50.80002362,-1.10556157 50.80001354,-1.10552698 50.79993927,-1.10530298 50.79998117,-1.10506497 50.80002759,-1.10506307 50.80002367,-1.10504892 50.80002628,-1.10504755 50.80002331,-1.10504087 50.80002449,-1.10504263 50.80002808,-1.10501874 50.80003281,-1.10502018 50.80003576,-1.10492815 50.80005384,-1.10492724 50.80005198,-1.10490721 50.80005598,-1.10489929 50.80004003,-1.10484153 50.80005120,-1.10485037 50.80006939,-1.10482866 50.80007332,-1.10469921 50.80009856,-1.10469388 50.80018333,-1.10486270 50.80015529,-1.10491162 50.80014619,-1.10491932 50.80016027,-1.10499371 50.80014583,-1.10498647 50.80013051,-1.10532713 50.80006590,-1.10536205 50.80014668,-1.10533526 50.80015174,-1.10534301 50.80016681,-1.10536871 50.80016207,-1.10537516 50.80017688,-1.10535947 50.80018035,-1.10536612 50.80019441,-1.10538570 50.80019042,-1.10541405 50.80024755,-1.10541031 50.80024829,-1.10541230 50.80025243,-1.10502797 50.80032677,-1.10508127 50.80043551,-1.10508127 50.80043551)))",BLD-1019
"MULTIPOLYGON (((-1.10552698 50.79993927,-1.10549286 50.79986602,-1.10542624 50.79987841,-1.10540930 50.79984123,-1.10538487 50.79984577,-1.10537435 50.79982188,-1.10534192 50.79982434,-1.10533826 50.79981670,-1.10522502 50.79982668,-1.10528255 50.79995924,-1.10533638 50.79994924,-1.10534139 50.79996260,-1.10529842 50.79997072,-1.10530298 50.79998117,-1.10552698 50.79993927,-1.10552698 50.79993927)))",BLD-1014
"MULTIPOLYGON (((-1.10846347 50.80037814,-1.10848187 50.80041526,-1.10865667 50.80038105,-1.10865449 50.80037644,-1.10866872 50.80037311,-1.10865379 50.80034306,-1.10863985 50.80034540,-1.10863956 50.80034478,-1.10846347 50.80037814,-1.10846347 50.80037814)))",BLD-1034A
"MULTIPOLYGON (((-1.10896584 50.79956956,-1.10891769 50.79951985,-1.10907818 50.79945693,-1.10908481 50.79946369,-1.10908478 50.79946433,-1.10909121 50.79947143,-1.10908983 50.79947209,-1.10911540 50.79949871,-1.10911692 50.79949839,-1.10912374 50.79950514,-1.10896584 50.79956956,-1.10896584 50.79956956)))",BLD-1038B
"MULTIPOLYGON (((-1.10919043 50.79957498,-1.10902765 50.79963857,-1.10919038 50.79957500,-1.10926511 50.79965254,-1.10919754 50.79967868,-1.10922234 50.79970398,-1.10912745 50.79974099,-1.10902765 50.79963857,-1.10919043 50.79957498)))",BLD-1038A
"MULTIPOLYGON (((-1.10902765 50.79963857,-1.10896205 50.79957112,-1.10896206 50.79957113,-1.10896584 50.79956956,-1.10912374 50.79950514,-1.10912592 50.79950460,-1.10913393 50.79951255,-1.10913275 50.79951330,-1.10913619 50.79951660,-1.10913344 50.79951808,-1.10914068 50.79952560,-1.10914333 50.79952479,-1.10914778 50.79952930,-1.10914677 50.79952981,-1.10916731 50.79955101,-1.10916883 50.79955071,-1.10917279 50.79955511,-1.10917063 50.79955630,-1.10917766 50.79956360,-1.10918059 50.79956290,-1.10918381 50.79956636,-1.10918533 50.79956597,-1.10919289 50.79957386,-1.10919043 50.79957498,-1.10902765 50.79963857)))",BLD-1038
"MULTIPOLYGON (((-1.11070527 50.79896515,-1.11060620 50.79900183,-1.11055034 50.79894122,-1.11064941 50.79890455,-1.11070527 50.79896515)))",BLD-1042
"MULTIPOLYGON (((-1.11102834 50.79938227,-1.11097922 50.79940067,-1.11094411 50.79935898,-1.11099141 50.79934175,-1.11102834 50.79938227)))",BLD-1044
"MULTIPOLYGON (((-1.10708281 50.79901591,-1.10716705 50.79893289,-1.10726554 50.79900017,-1.10726205 50.79900219,-1.10726956 50.79900751,-1.10729154 50.79899494,-1.10731349 50.79900971,-1.10731262 50.79901022,-1.10731261 50.79901034,-1.10729162 50.79902273,-1.10730610 50.79903304,-1.10720420 50.79909384,-1.10721952 50.79910447,-1.10720969 50.79911074,-1.10720618 50.79910847,-1.10719832 50.79911335,-1.10717772 50.79910001,-1.10719287 50.79909004,-1.10712347 50.79904297,-1.10708281 50.79901591,-1.10708281 50.79901591)))",BLD-1007
"MULTIPOLYGON (((-1.10934770 50.80495472,-1.10865160 50.80494940,-1.10866118 50.80444558,-1.10935728 50.80445090,-1.10935723 50.80445375,-1.10942108 50.80445424,-1.10941161 50.80495235,-1.10934776 50.80495186,-1.10934770 50.80495472)))",BLD-1242
"MULTIPOLYGON (((-1.09386982 50.80674319,-1.09388099 50.80678719,-1.09392558 50.80678265,-1.09391441 50.80673865,-1.09386982 50.80674319)))",BLD-3211A
"MULTIPOLYGON (((-1.10681929 50.80156704,-1.10677142 50.80157645,-1.10666683 50.80136273,-1.10658472 50.80137967,-1.10660710 50.80142617,-1.10659244 50.80142916,-1.10661942 50.80148335,-1.10662922 50.80148114,-1.10665679 50.80153799,-1.10659636 50.80155046,-1.10666471 50.80168819,-1.10692862 50.80163633,-1.10691066 50.80160000,-1.10685186 50.80161195,-1.10684429 50.80159659,-1.10690307 50.80158501,-1.10689427 50.80156682,-1.10683497 50.80157832,-1.10683384 50.80157596,-1.10682490 50.80157774,-1.10681929 50.80156704,-1.10681929 50.80156704)))",BLD-1078
"MULTIPOLYGON (((-1.09994028 50.80413717,-1.09979894 50.80413608,-1.09980134 50.80401101,-1.09994268 50.80401211,-1.09994028 50.80413717)))",BLD-2140A
"MULTIPOLYGON (((-1.09733676 50.80478076,-1.09715429 50.80477935,-1.09715762 50.80460694,-1.09734008 50.80460835,-1.09733676 50.80478076)))",BLD-2110A
"MULTIPOLYGON (((-1.09589042 50.80199706,-1.09586867 50.80197345,-1.09582785 50.80198855,-1.09584960 50.80201216,-1.09589042 50.80199706)))",BLD-N0087A
"MULTIPOLYGON (((-1.09677777 50.79979210,-1.09678239 50.79981977,-1.09680884 50.79981799,-1.09680422 50.79979032,-1.09677777 50.79979210)))",BLD-N0106
"MULTIPOLYGON (((-1.09515199 50.80183360,-1.09515441 50.80183593,-1.09515519 50.80183560,-1.09517419 50.80185383,-1.09517977 50.80185149,-1.09519458 50.80186570,-1.09518901 50.80186803,-1.09520218 50.80188066,-1.09520775 50.80187833,-1.09522246 50.80189243,-1.09521688 50.80189476,-1.09530236 50.80197673,-1.09530793 50.80197439,-1.09532252 50.80198838,-1.09531694 50.80199071,-1.09533027 50.80200349,-1.09533584 50.80200116,-1.09535042 50.80201514,-1.09534485 50.80201747,-1.09537495 50.80204634,-1.09538326 50.80204286,-1.09539784 50.80205684,-1.09538953 50.80206032,-1.09540286 50.80207310,-1.09541116 50.80206962,-1.09542575 50.80208361,-1.09541744 50.80208708,-1.09542999 50.80209912,-1.09540275 50.80211053,-1.09540228 50.80211008,-1.09540130 50.80210995,-1.09533073 50.80213947,-1.09533053 50.80214009,-1.09537204 50.80217995,-1.09537316 50.80217948,-1.09541292 50.80221765,-1.09541390 50.80221777,-1.09543480 50.80220903,-1.09543519 50.80220940,-1.09546377 50.80219745,-1.09546338 50.80219708,-1.09548447 50.80218826,-1.09548467 50.80218764,-1.09548420 50.80218719,-1.09551041 50.80217623,-1.09552402 50.80218928,-1.09552948 50.80218700,-1.09554415 50.80220106,-1.09553869 50.80220335,-1.09555184 50.80221596,-1.09555730 50.80221368,-1.09557200 50.80222777,-1.09556654 50.80223006,-1.09559640 50.80225869,-1.09559771 50.80225814,-1.09561230 50.80227214,-1.09561100 50.80227268,-1.09562430 50.80228544,-1.09562561 50.80228490,-1.09564010 50.80229879,-1.09563879 50.80229934,-1.09572461 50.80238163,-1.09573007 50.80237934,-1.09574490 50.80239356,-1.09573944 50.80239585,-1.09578659 50.80244106,-1.09578582 50.80244138,-1.09578913 50.80244456,-1.09575509 50.80245906,-1.09575392 50.80245794,-1.09575510 50.80245744,-1.09574840 50.80245101,-1.09571108 50.80246662,-1.09571186 50.80246737,-1.09570950 50.80246835,-1.09570872 50.80246761,-1.09569667 50.80247264,-1.09570330 50.80247900,-1.09570448 50.80247851,-1.09570565 50.80247963,-1.09570447 50.80248013,-1.09573806 50.80251238,-1.09574326 50.80251021,-1.09574248 50.80250946,-1.09574378 50.80250892,-1.09574456 50.80250967,-1.09578979 50.80249075,-1.09578309 50.80248431,-1.09578191 50.80248481,-1.09578074 50.80248368,-1.09581519 50.80246954,-1.09587297 50.80252495,-1.09605539 50.80244873,-1.09596793 50.80236468,-1.09596722 50.80236497,-1.09573196 50.80213888,-1.09579990 50.80211049,-1.09578037 50.80209169,-1.09577622 50.80209342,-1.09574775 50.80206602,-1.09575191 50.80206428,-1.09574597 50.80205857,-1.09572341 50.80206798,-1.09573118 50.80204804,-1.09570421 50.80202180,-1.09567192 50.80201841,-1.09562188 50.80203927,-1.09546861 50.80189015,-1.09546229 50.80189276,-1.09544611 50.80187701,-1.09545242 50.80187441,-1.09524836 50.80167588,-1.09517505 50.80170655,-1.09517027 50.80170196,-1.09516313 50.80170509,-1.09516781 50.80170958,-1.09514786 50.80171793,-1.09514316 50.80171342,-1.09513614 50.80171644,-1.09514077 50.80172089,-1.09506675 50.80175186,-1.09512593 50.80180861,-1.09509188 50.80182312,-1.09509071 50.80182200,-1.09509189 50.80182151,-1.09508519 50.80181507,-1.09503995 50.80183399,-1.09504073 50.80183474,-1.09503944 50.80183528,-1.09503866 50.80183453,-1.09503346 50.80183671,-1.09506706 50.80186896,-1.09506824 50.80186847,-1.09506941 50.80186959,-1.09506822 50.80187009,-1.09507485 50.80187645,-1.09508690 50.80187141,-1.09508612 50.80187066,-1.09508848 50.80186967,-1.09508926 50.80187042,-1.09512658 50.80185481,-1.09511988 50.80184837,-1.09511869 50.80184887,-1.09511753 50.80184775,-1.09515199 50.80183360)))",BLD-N0064
"MULTIPOLYGON (((-1.09629412 50.80415993,-1.09628656 50.80415987,-1.09628650 50.80416033,-1.09623781 50.80415983,-1.09623756 50.80415940,-1.09623078 50.80415923,-1.09623067 50.80415989,-1.09618353 50.80415930,-1.09618351 50.80415872,-1.09611825 50.80415810,-1.09611816 50.80416287,-1.09611913 50.80416288,-1.09611839 50.80419229,-1.09611753 50.80419229,-1.09611745 50.80419651,-1.09611828 50.80419652,-1.09611751 50.80422663,-1.09611655 50.80422663,-1.09611647 50.80423085,-1.09611740 50.80423086,-1.09611673 50.80425733,-1.09611569 50.80425732,-1.09611554 50.80426315,-1.09611658 50.80426316,-1.09611599 50.80428641,-1.09611494 50.80428640,-1.09611479 50.80429223,-1.09611584 50.80429224,-1.09611517 50.80431887,-1.09611421 50.80431886,-1.09611413 50.80432309,-1.09611506 50.80432309,-1.09611438 50.80434992,-1.09611363 50.80434992,-1.09611355 50.80435414,-1.09611427 50.80435415,-1.09611360 50.80438064,-1.09611251 50.80438064,-1.09611236 50.80438647,-1.09611345 50.80438648,-1.09611285 50.80440996,-1.09611176 50.80440995,-1.09611161 50.80441579,-1.09611270 50.80441579,-1.09611202 50.80444261,-1.09611140 50.80444261,-1.09611132 50.80444683,-1.09611192 50.80444683,-1.09611112 50.80447819,-1.09611071 50.80447819,-1.09611063 50.80448241,-1.09611101 50.80448242,-1.09611021 50.80451409,-1.09610946 50.80451408,-1.09610938 50.80451831,-1.09611010 50.80451831,-1.09610930 50.80454985,-1.09610803 50.80454984,-1.09610795 50.80455407,-1.09610919 50.80455408,-1.09610851 50.80458078,-1.09610731 50.80458077,-1.09610723 50.80458500,-1.09610840 50.80458501,-1.09610772 50.80461184,-1.09610683 50.80461183,-1.09610675 50.80461606,-1.09610761 50.80461606,-1.09610693 50.80464304,-1.09610562 50.80464303,-1.09610555 50.80464725,-1.09610682 50.80464726,-1.09610614 50.80467422,-1.09610494 50.80467421,-1.09610486 50.80467843,-1.09610603 50.80467844,-1.09610534 50.80470537,-1.09610392 50.80470536,-1.09610384 50.80470958,-1.09610524 50.80470959,-1.09610455 50.80473655,-1.09610324 50.80473654,-1.09610316 50.80474076,-1.09610444 50.80474077,-1.09610376 50.80476758,-1.09610255 50.80476757,-1.09610070 50.80482156,-1.09617014 50.80482249,-1.09617034 50.80481459,-1.09627328 50.80481523,-1.09627440 50.80481501,-1.09627503 50.80481488,-1.09627620 50.80481406,-1.09627651 50.80481353,-1.09627683 50.80481299,-1.09627692 50.80479978,-1.09627613 50.80479971,-1.09627652 50.80477370,-1.09627746 50.80477371,-1.09627756 50.80476940,-1.09627530 50.80476938,-1.09627604 50.80474257,-1.09627817 50.80474259,-1.09627825 50.80473836,-1.09627666 50.80473835,-1.09627685 50.80473197,-1.09627635 50.80473145,-1.09627690 50.80471139,-1.09627885 50.80471141,-1.09627893 50.80470718,-1.09627702 50.80470717,-1.09627776 50.80468024,-1.09627988 50.80468026,-1.09627996 50.80467604,-1.09627788 50.80467602,-1.09627862 50.80464906,-1.09628056 50.80464908,-1.09628064 50.80464485,-1.09627964 50.80464485,-1.09628036 50.80461787,-1.09628176 50.80461788,-1.09628184 50.80461366,-1.09628048 50.80461365,-1.09628119 50.80458682,-1.09628224 50.80458683,-1.09628232 50.80458260,-1.09628131 50.80458259,-1.09628202 50.80455589,-1.09628297 50.80455590,-1.09628305 50.80455167,-1.09628213 50.80455166,-1.09628298 50.80452013,-1.09628440 50.80452014,-1.09628448 50.80451591,-1.09628309 50.80451590,-1.09628394 50.80448423,-1.09628564 50.80448424,-1.09628572 50.80448002,-1.09628405 50.80448000,-1.09628489 50.80444865,-1.09628633 50.80444866,-1.09628641 50.80444443,-1.09628500 50.80444442,-1.09628572 50.80441761,-1.09628681 50.80441761,-1.09628692 50.80441178,-1.09628587 50.80441177,-1.09628650 50.80438829,-1.09628778 50.80438830,-1.09628789 50.80438247,-1.09628666 50.80438246,-1.09628737 50.80435596,-1.09628856 50.80435597,-1.09628864 50.80435174,-1.09628748 50.80435173,-1.09628820 50.80432491,-1.09628914 50.80432491,-1.09628922 50.80432069,-1.09628831 50.80432068,-1.09628902 50.80429405,-1.09629002 50.80429406,-1.09629013 50.80428823,-1.09628918 50.80428822,-1.09628980 50.80426498,-1.09629080 50.80426498,-1.09629091 50.80425915,-1.09628996 50.80425914,-1.09629066 50.80423267,-1.09629148 50.80423268,-1.09629156 50.80422845,-1.09629078 50.80422845,-1.09629158 50.80419833,-1.09629247 50.80419834,-1.09629254 50.80419411,-1.09629168 50.80419411,-1.09629223 50.80416469,-1.09629403 50.80416470,-1.09629412 50.80415993)))",BLD-2103
"MULTIPOLYGON (((-1.10907809 50.80513013,-1.10947741 50.80513318,-1.10949406 50.80513334,-1.10949368 50.80514811,-1.10949361 50.80514811,-1.10949196 50.80514801,-1.10949146 50.80517499,-1.10949299 50.80517501,-1.10949151 50.80523233,-1.10949151 50.80523233,-1.10948972 50.80523231,-1.10948923 50.80525857,-1.10949074 50.80525867,-1.10949083 50.80525867,-1.10949047 50.80527280,-1.10942870 50.80527191,-1.10942900 50.80527104,-1.10938537 50.80527018,-1.10938566 50.80527122,-1.10924936 50.80526983,-1.10924772 50.80526954,-1.10920463 50.80526860,-1.10920497 50.80527000,-1.10907546 50.80526882,-1.10907809 50.80513013,-1.10907809 50.80513013)))",BLD-1209F
"MULTIPOLYGON (((-1.10602343 50.80361010,-1.10602683 50.80352029,-1.10565610 50.80351762,-1.10565602 50.80351638,-1.10555712 50.80351435,-1.10555664 50.80351571,-1.10553300 50.80351543,-1.10553272 50.80351428,-1.10550838 50.80351390,-1.10550825 50.80351496,-1.10543505 50.80351404,-1.10516350 50.80351059,-1.10516078 50.80359694,-1.10602343 50.80361010,-1.10602343 50.80361010)))",BLD-1140C
"MULTIPOLYGON (((-1.11082972 50.80023039,-1.11086673 50.80021659,-1.11086540 50.80021475,-1.11087154 50.80021258,-1.11087315 50.80021424,-1.11091925 50.80019708,-1.11098861 50.80027135,-1.11077248 50.80035299,-1.11079448 50.80037696,-1.11073302 50.80040033,-1.11073471 50.80040254,-1.11073170 50.80040352,-1.11063756 50.80030247,-1.11082972 50.80023039,-1.11082972 50.80023039)))",BLD-1048
"MULTIPOLYGON (((-1.10013468 50.80192600,-1.10006539 50.80187037,-1.10002368 50.80189123,-1.10009297 50.80194686,-1.10013468 50.80192600)))",BLD-N0248
"MULTIPOLYGON (((-1.11030392 50.80631933,-1.11020707 50.80631860,-1.11020766 50.80628729,-1.11030451 50.80628803,-1.11030392 50.80631933)))",BLD-1224B
"MULTIPOLYGON (((-1.10749755 50.79865112,-1.10746830 50.79866400,-1.10746374 50.79865985,-1.10735093 50.79870743,-1.10742332 50.79877113,-1.10743219 50.79876708,-1.10744659 50.79877975,-1.10744710 50.79878014,-1.10764941 50.79867487,-1.10749755 50.79865112)))",BLD-1001
"MULTIPOLYGON (((-1.09197315 50.80641731,-1.09191912 50.80628972,-1.09186126 50.80629955,-1.09191529 50.80642715,-1.09197315 50.80641731)))",BLD-3170C
"MULTIPOLYGON (((-1.08993559 50.80709494,-1.09008266 50.80708170,-1.09007225 50.80703533,-1.08985449 50.80705494,-1.08987295 50.80713720,-1.08994364 50.80713084,-1.08993559 50.80709494)))",BLD-3161
"MULTIPOLYGON (((-1.08978797 50.80667975,-1.08982488 50.80673051,-1.08997636 50.80668628,-1.08993946 50.80663553,-1.08978797 50.80667975)))",BLD-3162
"MULTIPOLYGON (((-1.10669768 50.79973685,-1.10669477 50.79973643,-1.10669191 50.79973589,-1.10668911 50.79973525,-1.10668638 50.79973449,-1.10668373 50.79973362,-1.10668117 50.79973265,-1.10667871 50.79973159,-1.10667636 50.79973042,-1.10667413 50.79972917,-1.10667203 50.79972782,-1.10667006 50.79972640,-1.10666825 50.79972490,-1.10666658 50.79972334,-1.10666507 50.79972171,-1.10666373 50.79972002,-1.10666255 50.79971828,-1.10666156 50.79971650,-1.10666073 50.79971468,-1.10666010 50.79971284,-1.10665964 50.79971097,-1.10665937 50.79970909,-1.10665929 50.79970720,-1.10665940 50.79970531,-1.10665969 50.79970343,-1.10666017 50.79970156,-1.10666083 50.79969972,-1.10666167 50.79969791,-1.10666269 50.79969613,-1.10666389 50.79969440,-1.10666525 50.79969272,-1.10666678 50.79969110,-1.10666847 50.79968954,-1.10667031 50.79968805,-1.10667229 50.79968664,-1.10667440 50.79968530,-1.10667665 50.79968406,-1.10667901 50.79968291,-1.10668149 50.79968185,-1.10668406 50.79968090,-1.10668672 50.79968005,-1.10668946 50.79967930,-1.10669227 50.79967867,-1.10669514 50.79967815,-1.10669805 50.79967774,-1.10670100 50.79967746,-1.10670397 50.79967729,-1.10670695 50.79967723,-1.10670993 50.79967730,-1.10671290 50.79967749,-1.10671584 50.79967779,-1.10671875 50.79967821,-1.10672161 50.79967874,-1.10672441 50.79967939,-1.10672715 50.79968015,-1.10672980 50.79968101,-1.10673236 50.79968198,-1.10673482 50.79968305,-1.10673717 50.79968421,-1.10673940 50.79968547,-1.10674150 50.79968681,-1.10674346 50.79968823,-1.10674528 50.79968973,-1.10674695 50.79969130,-1.10674845 50.79969293,-1.10674980 50.79969462,-1.10675097 50.79969635,-1.10675197 50.79969814,-1.10675279 50.79969995,-1.10675343 50.79970180,-1.10675388 50.79970367,-1.10675415 50.79970555,-1.10675424 50.79970744,-1.10675413 50.79970933,-1.10675384 50.79971121,-1.10675336 50.79971307,-1.10675270 50.79971492,-1.10675185 50.79971673,-1.10675083 50.79971850,-1.10674964 50.79972024,-1.10674827 50.79972192,-1.10674674 50.79972354,-1.10674506 50.79972510,-1.10674322 50.79972659,-1.10674124 50.79972800,-1.10674064 50.79972840,-1.10675498 50.79975745,-1.10680831 50.79974687,-1.10681014 50.79974991,-1.10699660 50.79971225,-1.10700026 50.79971879,-1.10700094 50.79971863,-1.10701958 50.79975475,-1.10703601 50.79978809,-1.10705375 50.79982361,-1.10705834 50.79982269,-1.10707648 50.79985989,-1.10709316 50.79989326,-1.10711167 50.79993071,-1.10710755 50.79993163,-1.10712454 50.79996684,-1.10714089 50.80000010,-1.10715903 50.80003638,-1.10715753 50.80003668,-1.10716069 50.80004315,-1.10715137 50.80004498,-1.10715234 50.80004697,-1.10705037 50.80006697,-1.10704938 50.80006495,-1.10701151 50.80007246,-1.10701193 50.80007247,-1.10688293 50.80009823,-1.10688427 50.80010091,-1.10673475 50.80013064,-1.10673337 50.80012784,-1.10656751 50.80016079,-1.10656824 50.80016293,-1.10651776 50.80017311,-1.10646597 50.80018345,-1.10646456 50.80018104,-1.10645642 50.80018281,-1.10645134 50.80017250,-1.10634707 50.79996108,-1.10647650 50.79981573,-1.10665998 50.79977942,-1.10665873 50.79977652,-1.10671205 50.79976595,-1.10669768 50.79973685)))",BLD-1023
"MULTIPOLYGON (((-1.09770304 50.80023498,-1.09773499 50.80023597,-1.09773923 50.80018097,-1.09770729 50.80017998,-1.09770304 50.80023498)))",BLD-N0005
"MULTIPOLYGON (((-1.09852961 50.80113236,-1.09852262 50.80120239,-1.09836622 50.80119612,-1.09837321 50.80112608,-1.09852961 50.80113236)))",BLD-N0040
"MULTIPOLYGON (((-1.09677581 50.80046810,-1.09680563 50.80015238,-1.09661993 50.80014534,-1.09659011 50.80046106,-1.09677581 50.80046810)))",BLD-N0090
"MULTIPOLYGON (((-1.10130134 50.80966441,-1.10111912 50.80963078,-1.10113348 50.80959956,-1.10131569 50.80963319,-1.10130134 50.80966441)))",BLD-3324
"MULTIPOLYGON (((-1.10414353 50.80737177,-1.10418945 50.80737213,-1.10418860 50.80741639,-1.10414268 50.80741604,-1.10414353 50.80737177)))",BLD-2251A
"MULTIPOLYGON (((-1.10296291 50.80498248,-1.10279486 50.80498119,-1.10296986 50.80498253,-1.10297090 50.80493516,-1.10285614 50.80493378,-1.10285642 50.80492033,-1.10279684 50.80491961,-1.10279486 50.80498119,-1.10296291 50.80498248)))",BLD-2199
"MULTIPOLYGON (((-1.10344087 50.80724735,-1.10344171 50.80722752,-1.10340806 50.80722659,-1.10340952 50.80716217,-1.10341025 50.80713066,-1.10282718 50.80712464,-1.10282718 50.80712462,-1.10282636 50.80715782,-1.10282295 50.80729678,-1.10324385 50.80730115,-1.10324432 50.80729075,-1.10327838 50.80729074,-1.10327923 50.80724647,-1.10344087 50.80724735,-1.10344087 50.80724735)))",BLD-2244
"MULTIPOLYGON (((-1.10228483 50.80739278,-1.10232862 50.80739254,-1.10232855 50.80739182,-1.10237089 50.80739219,-1.10237085 50.80739294,-1.10239667 50.80739325,-1.10239676 50.80739234,-1.10242028 50.80739257,-1.10246017 50.80739295,-1.10245994 50.80739389,-1.10248572 50.80739415,-1.10248593 50.80739319,-1.10256941 50.80739389,-1.10256958 50.80739324,-1.10258015 50.80739329,-1.10258018 50.80739403,-1.10260277 50.80739425,-1.10260288 50.80739360,-1.10266931 50.80739430,-1.10266936 50.80739501,-1.10266938 50.80739589,-1.10269388 50.80739633,-1.10269341 50.80739495,-1.10270427 50.80739525,-1.10270319 50.80742574,-1.10278505 50.80742686,-1.10278610 50.80739719,-1.10279237 50.80739718,-1.10279281 50.80738476,-1.10278770 50.80738459,-1.10278879 50.80735213,-1.10279994 50.80735242,-1.10280062 50.80733792,-1.10279573 50.80733782,-1.10279708 50.80730441,-1.10280124 50.80730441,-1.10280235 50.80727769,-1.10279765 50.80727765,-1.10279771 50.80727450,-1.10279452 50.80727447,-1.10279511 50.80724706,-1.10279831 50.80724703,-1.10279838 50.80724387,-1.10280317 50.80724406,-1.10280365 50.80722892,-1.10280447 50.80722902,-1.10275962 50.80722859,-1.10275929 50.80723383,-1.10269977 50.80723339,-1.10269978 50.80722809,-1.10267032 50.80722767,-1.10267033 50.80723261,-1.10261070 50.80723229,-1.10261069 50.80722705,-1.10256728 50.80722669,-1.10256690 50.80723049,-1.10250653 50.80723016,-1.10250652 50.80722605,-1.10246314 50.80722564,-1.10246282 50.80723071,-1.10242329 50.80723040,-1.10240309 50.80723024,-1.10240287 50.80722512,-1.10237382 50.80722471,-1.10237360 50.80722968,-1.10231362 50.80722919,-1.10231342 50.80722423,-1.10229007 50.80722377,-1.10228483 50.80739278,-1.10228483 50.80739278)))",BLD-2240
"MULTIPOLYGON (((-1.10360277 50.80534288,-1.10360236 50.80536759,-1.10362386 50.80536773,-1.10362109 50.80544984,-1.10355038 50.80544942,-1.10355052 50.80544156,-1.10348564 50.80544109,-1.10348617 50.80543753,-1.10348784 50.80539175,-1.10348827 50.80536618,-1.10355321 50.80536689,-1.10355490 50.80534230,-1.10360340 50.80534260,-1.10360277 50.80534288)))",BLD-2192
"MULTIPOLYGON (((-1.10228230 50.80521209,-1.10237018 50.80521274,-1.10236942 50.80525363,-1.10242803 50.80525407,-1.10242879 50.80521342,-1.10246860 50.80521391,-1.10246858 50.80521501,-1.10248270 50.80521512,-1.10248287 50.80520575,-1.10248137 50.80520574,-1.10248316 50.80515956,-1.10248462 50.80515958,-1.10248479 50.80515038,-1.10248341 50.80515037,-1.10248427 50.80510425,-1.10248601 50.80510426,-1.10248618 50.80509492,-1.10247122 50.80509481,-1.10247120 50.80509572,-1.10229360 50.80509417,-1.10229366 50.80509471,-1.10228620 50.80509464,-1.10228230 50.80521209,-1.10228230 50.80521209)))",BLD-2201C
