WKT,ID
"MULTIPOLYGON (((-1.09745086 50.79672303,-1.09747351 50.79675908,-1.09777830 50.79668250,-1.09776990 50.79666891,-1.09779192 50.79666342,-1.09778267 50.79664847,-1.09776033 50.79665395,-1.09774055 50.79662301,-1.09743586 50.79669915,-1.09743669 50.79670048,-1.09740905 50.79670688,-1.09742283 50.79673011,-1.09745086 50.79672303)))",BLD-US305
"MULTIPOLYGON (((-1.09783048 50.79667011,-1.09778971 50.79662910,-1.09790836 50.79658167,-1.09794947 50.79662259,-1.09783048 50.79667011,-1.09783048 50.79667011)))",BLD-US302
"MULTIPOLYGON (((-1.09901255 50.79456878,-1.09895338 50.79457128,-1.09894954 50.79453366,-1.09894627 50.79453379,-1.09894290 50.79450028,-1.09889917 50.79450257,-1.09889894 50.79450033,-1.09884631 50.79450248,-1.09884643 50.79450359,-1.09884094 50.79450382,-1.09883997 50.79448906,-1.09881135 50.79449013,-1.09881274 50.79450499,-1.09880873 50.79450516,-1.09880861 50.79450400,-1.09875555 50.79450615,-1.09875579 50.79450820,-1.09871130 50.79451033,-1.09871539 50.79454293,-1.09871212 50.79454305,-1.09871430 50.79456575,-1.09871493 50.79456572,-1.09874535 50.79486153,-1.09874535 50.79486153,-1.09874699 50.79487652,-1.09874643 50.79487655,-1.09874905 50.79489901,-1.09877505 50.79489787,-1.09877501 50.79489755,-1.09881384 50.79489585,-1.09881320 50.79488914,-1.09883480 50.79488831,-1.09883544 50.79489500,-1.09896070 50.79489023,-1.09896073 50.79489058,-1.09898623 50.79488956,-1.09898415 50.79486678,-1.09898356 50.79486680,-1.09895551 50.79459220,-1.09901462 50.79458971,-1.09901255 50.79456878,-1.09901255 50.79456878)))",BLD-T0031
"MULTIPOLYGON (((-1.09953848 50.79479901,-1.09953661 50.79477870,-1.09953848 50.79479901)))",BLD-T0026
"MULTIPOLYGON (((-1.09875426 50.79448247,-1.09875296 50.79446534,-1.09871605 50.79446647,-1.09871736 50.79448360,-1.09875426 50.79448247,-1.09875426 50.79448247)))",BLD-T0036
"MULTIPOLYGON (((-1.10273345 50.79541792,-1.10280950 50.79541453,-1.10276382 50.79498959,-1.10268800 50.79499275,-1.10273345 50.79541792,-1.10273345 50.79541792)))",BLD-T0034
"MULTIPOLYGON (((-1.10275787 50.79474765,-1.10266893 50.79475135,-1.10267149 50.79477606,-1.10267284 50.79477601,-1.10267358 50.79478322,-1.10267237 50.79478327,-1.10267467 50.79480569,-1.10267792 50.79480555,-1.10268035 50.79483045,-1.10268164 50.79483040,-1.10268234 50.79483756,-1.10268115 50.79483761,-1.10268157 50.79484201,-1.10267842 50.79484213,-1.10268173 50.79487446,-1.10268509 50.79487432,-1.10268883 50.79491075,-1.10268579 50.79491088,-1.10268821 50.79493376,-1.10268965 50.79493369,-1.10269041 50.79494091,-1.10268897 50.79494097,-1.10269136 50.79496528,-1.10270036 50.79496489,-1.10270027 50.79496405,-1.10271445 50.79496344,-1.10271455 50.79496434,-1.10278015 50.79496146,-1.10275787 50.79474765,-1.10275787 50.79474765)))",BLD-T0033
"MULTIPOLYGON (((-1.10149063 50.79392274,-1.10145540 50.79394653,-1.10141772 50.79397196,-1.10140686 50.79396545,-1.10139902 50.79397070,-1.10139122 50.79396603,-1.10139901 50.79396081,-1.10126118 50.79387838,-1.10124857 50.79388685,-1.10120984 50.79386372,-1.10122234 50.79385530,-1.10108270 50.79377214,-1.10107444 50.79377771,-1.10106675 50.79377313,-1.10107443 50.79376795,-1.10106342 50.79376139,-1.10113358 50.79371441,-1.10113515 50.79371535,-1.10115692 50.79370075,-1.10115840 50.79370163,-1.10115989 50.79370063,-1.10151079 50.79390913,-1.10149063 50.79392274,-1.10149063 50.79392274)))",BLD-T0027
"MULTIPOLYGON (((-1.09992135 50.79465149,-1.09986195 50.79465392,-1.09985248 50.79456709,-1.09991186 50.79456439,-1.09992135 50.79465149)))",BLD-T0028
"MULTIPOLYGON (((-1.09989779 50.79467559,-1.09990263 50.79472570,-1.09977342 50.79473116,-1.09976808 50.79468075,-1.09989779 50.79467559)))",BLD-T0035
"MULTIPOLYGON (((-1.09953661 50.79477870,-1.09982221 50.79476813,-1.09981978 50.79474284,-1.10004537 50.79473375,-1.10005888 50.79486851,-1.09983269 50.79487724,-1.09982418 50.79478864,-1.09953848 50.79479901,-1.09953661 50.79477870,-1.09953661 50.79477870)))",BLD-T0026
"MULTIPOLYGON (((-1.10216835 50.79430398,-1.10222054 50.79427506,-1.10222176 50.79427612,-1.10216830 50.79430539,-1.10215337 50.79429661,-1.10219607 50.79426113,-1.10219733 50.79426184,-1.10215579 50.79429659,-1.10216835 50.79430398)))",BLD-T0030
"MULTIPOLYGON (((-1.09427271 50.80790013,-1.09427032 50.80803229,-1.09424482 50.80803226,-1.09424488 50.80802070,-1.09424486 50.80801970,-1.09424474 50.80801870,-1.09424453 50.80801772,-1.09424421 50.80801674,-1.09424380 50.80801578,-1.09424330 50.80801484,-1.09424271 50.80801392,-1.09424202 50.80801302,-1.09424125 50.80801216,-1.09424039 50.80801132,-1.09423945 50.80801052,-1.09423844 50.80800977,-1.09423735 50.80800905,-1.09423619 50.80800838,-1.09423497 50.80800775,-1.09423369 50.80800717,-1.09423235 50.80800665,-1.09423097 50.80800618,-1.09422954 50.80800577,-1.09422807 50.80800541,-1.09422657 50.80800512,-1.09422504 50.80800488,-1.09422350 50.80800471,-1.09422194 50.80800459,-1.09422037 50.80800454,-1.09421880 50.80800455,-1.09421723 50.80800463,-1.09421568 50.80800477,-1.09421414 50.80800496,-1.09421262 50.80800522,-1.09421113 50.80800554,-1.09420968 50.80800592,-1.09420827 50.80800635,-1.09420690 50.80800684,-1.09420558 50.80800739,-1.09420432 50.80800798,-1.09420312 50.80800862,-1.09420199 50.80800931,-1.09420093 50.80801005,-1.09419994 50.80801082,-1.09419904 50.80801163,-1.09419821 50.80801248,-1.09419747 50.80801336,-1.09419682 50.80801426,-1.09419626 50.80801519,-1.09419579 50.80801614,-1.09419542 50.80801711,-1.09419514 50.80801809,-1.09419496 50.80801908,-1.09419488 50.80802007,-1.09419354 50.80808850,-1.09419354 50.80808871,-1.09419356 50.80808969,-1.09419368 50.80809068,-1.09419390 50.80809166,-1.09419422 50.80809262,-1.09419463 50.80809358,-1.09419514 50.80809451,-1.09419573 50.80809542,-1.09419642 50.80809631,-1.09419719 50.80809717,-1.09419805 50.80809799,-1.09419899 50.80809878,-1.09420000 50.80809953,-1.09420108 50.80810024,-1.09420224 50.80810090,-1.09420345 50.80810152,-1.09420473 50.80810209,-1.09420606 50.80810260,-1.09420744 50.80810307,-1.09420886 50.80810347,-1.09421031 50.80810382,-1.09421180 50.80810411,-1.09421332 50.80810434,-1.09421485 50.80810451,-1.09421640 50.80810462,-1.09421796 50.80810466,-1.09421952 50.80810465,-1.09422107 50.80810457,-1.09422262 50.80810443,-1.09422414 50.80810423,-1.09422564 50.80810397,-1.09422712 50.80810365,-1.09422856 50.80810327,-1.09422996 50.80810284,-1.09423131 50.80810235,-1.09423261 50.80810180,-1.09423386 50.80810121,-1.09423504 50.80810057,-1.09423616 50.80809988,-1.09423721 50.80809915,-1.09423819 50.80809838,-1.09423908 50.80809757,-1.09423989 50.80809673,-1.09424062 50.80809586,-1.09424126 50.80809496,-1.09424181 50.80809403,-1.09424227 50.80809309,-1.09424264 50.80809213,-1.09424290 50.80809116,-1.09424307 50.80809018,-1.09424315 50.80808919,-1.09424390 50.80807706,-1.09426947 50.80807770,-1.09426597 50.80826215,-1.09426235 50.80845295,-1.09426274 50.80845691,-1.09426418 50.80846023,-1.09426681 50.80846348,-1.09427019 50.80846536,-1.09427302 50.80846741,-1.09427853 50.80846925,-1.09428285 50.80847033,-1.09428912 50.80847072,-1.09431852 50.80847105,-1.09431860 50.80846841,-1.09432641 50.80846839,-1.09432669 50.80850821,-1.09435063 50.80850903,-1.09435485 50.80827100,-1.09435916 50.80827103,-1.09435855 50.80828233,-1.09439602 50.80828314,-1.09439563 50.80829474,-1.09440498 50.80829486,-1.09440515 50.80828500,-1.09477364 50.80828735,-1.09477319 50.80829757,-1.09478210 50.80829773,-1.09478249 50.80828398,-1.09479853 50.80828388,-1.09479871 50.80828553,-1.09481978 50.80828583,-1.09482014 50.80826632,-1.09482335 50.80808356,-1.09482539 50.80798521,-1.09482817 50.80783287,-1.09480743 50.80783276,-1.09480736 50.80783460,-1.09479083 50.80783455,-1.09479097 50.80782236,-1.09440433 50.80781930,-1.09440322 50.80783144,-1.09438735 50.80783122,-1.09438744 50.80782953,-1.09436673 50.80782925,-1.09436460 50.80793232,-1.09433597 50.80793180,-1.09433807 50.80788272,-1.09430006 50.80788207,-1.09429984 50.80788207,-1.09429809 50.80788213,-1.09429635 50.80788227,-1.09429464 50.80788247,-1.09429294 50.80788273,-1.09429127 50.80788307,-1.09428965 50.80788347,-1.09428806 50.80788393,-1.09428652 50.80788446,-1.09428504 50.80788505,-1.09428362 50.80788569,-1.09428227 50.80788639,-1.09428098 50.80788715,-1.09427978 50.80788795,-1.09427866 50.80788880,-1.09427762 50.80788969,-1.09427667 50.80789062,-1.09427582 50.80789159,-1.09427507 50.80789258,-1.09427441 50.80789361,-1.09427386 50.80789466,-1.09427341 50.80789573,-1.09427307 50.80789682,-1.09427284 50.80789792,-1.09427272 50.80789902,-1.09427271 50.80790013)))",BLD-3261
"MULTIPOLYGON (((-1.09432669 50.80850821,-1.09432424 50.80850843,-1.09431900 50.80850894,-1.09431382 50.80850965,-1.09430872 50.80851057,-1.09430373 50.80851170,-1.09429885 50.80851302,-1.09429412 50.80851453,-1.09428954 50.80851622,-1.09428514 50.80851810,-1.09428094 50.80852014,-1.09427694 50.80852235,-1.09427318 50.80852472,-1.09426965 50.80852723,-1.09426638 50.80852987,-1.09426338 50.80853264,-1.09426066 50.80853552,-1.09425823 50.80853851,-1.09425610 50.80854159,-1.09425428 50.80854474,-1.09425278 50.80854796,-1.09425160 50.80855124,-1.09425074 50.80855455,-1.09425022 50.80855790,-1.09425003 50.80856125,-1.09425017 50.80856461,-1.09425064 50.80856796,-1.09425145 50.80857128,-1.09425258 50.80857456,-1.09425403 50.80857779,-1.09425581 50.80858096,-1.09425789 50.80858405,-1.09426027 50.80858705,-1.09426295 50.80858994,-1.09426591 50.80859273,-1.09426914 50.80859540,-1.09427263 50.80859793,-1.09427636 50.80860031,-1.09428032 50.80860255,-1.09428449 50.80860462,-1.09428886 50.80860652,-1.09429341 50.80860824,-1.09429812 50.80860978,-1.09430298 50.80861113,-1.09430796 50.80861228,-1.09431304 50.80861324,-1.09431821 50.80861399,-1.09432344 50.80861453,-1.09432872 50.80861486,-1.09433402 50.80861498,-1.09433932 50.80861489,-1.09434460 50.80861459,-1.09434984 50.80861408,-1.09435502 50.80861336,-1.09436012 50.80861244,-1.09436511 50.80861132,-1.09436999 50.80861000,-1.09437473 50.80860849,-1.09437930 50.80860679,-1.09438370 50.80860492,-1.09438791 50.80860287,-1.09439190 50.80860066,-1.09439567 50.80859830,-1.09439919 50.80859579,-1.09440246 50.80859314,-1.09440546 50.80859038,-1.09440818 50.80858749,-1.09441061 50.80858451,-1.09441274 50.80858143,-1.09441456 50.80857827,-1.09441606 50.80857505,-1.09441724 50.80857178,-1.09441810 50.80856846,-1.09441862 50.80856512,-1.09441881 50.80856176,-1.09441867 50.80855841,-1.09441820 50.80855506,-1.09441739 50.80855174,-1.09441626 50.80854846,-1.09441481 50.80854523,-1.09441304 50.80854206,-1.09441095 50.80853897,-1.09440857 50.80853597,-1.09440589 50.80853307,-1.09440293 50.80853028,-1.09439970 50.80852762,-1.09439622 50.80852509,-1.09439248 50.80852270,-1.09438852 50.80852047,-1.09438435 50.80851840,-1.09437998 50.80851650,-1.09437543 50.80851477,-1.09437072 50.80851323,-1.09436586 50.80851189,-1.09436088 50.80851073,-1.09435580 50.80850978,-1.09435063 50.80850903,-1.09432669 50.80850821)))",BLD-3262
"MULTIPOLYGON (((-1.10897445 50.80195905,-1.10897466 50.80195842,-1.10897512 50.80195733,-1.10897569 50.80195626,-1.10897637 50.80195521,-1.10897715 50.80195419,-1.10897803 50.80195321,-1.10897900 50.80195226,-1.10898007 50.80195136,-1.10898122 50.80195050,-1.10898245 50.80194968,-1.10898377 50.80194892,-1.10898516 50.80194821,-1.10898661 50.80194756,-1.10898813 50.80194696,-1.10898970 50.80194643,-1.10899132 50.80194596,-1.10899299 50.80194556,-1.10899469 50.80194522,-1.10899642 50.80194495,-1.10899818 50.80194476,-1.10899995 50.80194463,-1.10900173 50.80194457,-1.10900351 50.80194458,-1.10900529 50.80194467,-1.10900706 50.80194482,-1.10900880 50.80194505,-1.10901052 50.80194534,-1.10901221 50.80194570,-1.10901386 50.80194613,-1.10901547 50.80194663,-1.10901702 50.80194718,-1.10901851 50.80194780,-1.10901994 50.80194847,-1.10902130 50.80194921,-1.10902259 50.80194999,-1.10902379 50.80195082,-1.10902491 50.80195170,-1.10902594 50.80195262,-1.10902688 50.80195358,-1.10902772 50.80195458,-1.10902846 50.80195561,-1.10902910 50.80195666,-1.10902963 50.80195774,-1.10903005 50.80195884,-1.10903036 50.80195995,-1.10903056 50.80196107,-1.10903065 50.80196220,-1.10903063 50.80196333,-1.10903050 50.80196446,-1.10903025 50.80196558,-1.10903010 50.80196605,-1.10922252 50.80199025,-1.10920359 50.80205428,-1.10916949 50.80205019,-1.10916109 50.80207835,-1.10919214 50.80208642,-1.10923825 50.80210062,-1.10928285 50.80211662,-1.10931549 50.80212988,-1.10932023 50.80213211,-1.10934370 50.80214404,-1.10936595 50.80215688,-1.10938688 50.80217057,-1.10940641 50.80218508,-1.10940641 50.80218508,-1.10940641 50.80218508,-1.10941164 50.80218933,-1.10941796 50.80219508,-1.10942369 50.80220108,-1.10942881 50.80220730,-1.10943331 50.80221370,-1.10943716 50.80222027,-1.10944036 50.80222699,-1.10944288 50.80223381,-1.10944473 50.80224073,-1.10944588 50.80224770,-1.10944634 50.80225470,-1.10944611 50.80226171,-1.10944459 50.80226870,-1.10944155 50.80227532,-1.10943727 50.80228179,-1.10943236 50.80228807,-1.10942683 50.80229415,-1.10942072 50.80229999,-1.10941403 50.80230558,-1.10940681 50.80231089,-1.10939907 50.80231590,-1.10939086 50.80232060,-1.10938219 50.80232496,-1.10937311 50.80232896,-1.10936365 50.80233260,-1.10935615 50.80233513,-1.10935615 50.80233513,-1.10935615 50.80233513,-1.10932900 50.80234336,-1.10930110 50.80235049,-1.10927254 50.80235649,-1.10924344 50.80236135,-1.10923768 50.80236216,-1.10919936 50.80236588,-1.10914834 50.80236902,-1.10909711 50.80237012,-1.10904587 50.80236918,-1.10903840 50.80239448,-1.10907157 50.80239842,-1.10905330 50.80246029,-1.10865613 50.80241017,-1.10867535 50.80234901,-1.10870971 50.80235334,-1.10871807 50.80232782,-1.10867017 50.80231625,-1.10862351 50.80230279,-1.10857828 50.80228751,-1.10854513 50.80227477,-1.10854030 50.80227262,-1.10851636 50.80226107,-1.10849361 50.80224859,-1.10847214 50.80223523,-1.10845204 50.80222105,-1.10845204 50.80222105,-1.10845204 50.80222105,-1.10844664 50.80221689,-1.10844010 50.80221123,-1.10843413 50.80220533,-1.10842876 50.80219920,-1.10842401 50.80219286,-1.10841990 50.80218635,-1.10841643 50.80217970,-1.10841364 50.80217291,-1.10841152 50.80216603,-1.10841009 50.80215908,-1.10840935 50.80215208,-1.10840930 50.80214507,-1.10841051 50.80213821,-1.10841332 50.80213139,-1.10841734 50.80212486,-1.10842200 50.80211850,-1.10842728 50.80211234,-1.10843317 50.80210640,-1.10843962 50.80210071,-1.10844663 50.80209528,-1.10845417 50.80209015,-1.10846220 50.80208532,-1.10847068 50.80208083,-1.10847960 50.80207668,-1.10848892 50.80207289,-1.10849631 50.80207024,-1.10849631 50.80207024,-1.10849631 50.80207024,-1.10852312 50.80206158,-1.10855074 50.80205401,-1.10857905 50.80204755,-1.10860794 50.80204223,-1.10861366 50.80204132,-1.10865183 50.80203699,-1.10870271 50.80203304,-1.10875388 50.80203112,-1.10878653 50.80203119,-1.10879526 50.80200265,-1.10876211 50.80199848,-1.10878204 50.80193485,-1.10897445 50.80195905)))",BLD-MRose
"MULTIPOLYGON (((-1.09289336 50.80266522,-1.09284220 50.80268668,-1.09282389 50.80266927,-1.09287456 50.80264692,-1.09289336 50.80266522)))",BLD-3326
"MULTIPOLYGON (((-1.10236469 50.80357259,-1.10234968 50.80342203,-1.10234882 50.80341816,-1.10235097 50.80341809,-1.10234818 50.80339143,-1.10234677 50.80339143,-1.10234282 50.80335160,-1.10234415 50.80335138,-1.10234083 50.80331941,-1.10233865 50.80331950,-1.10233783 50.80331143,-1.10233781 50.80331144,-1.10218225 50.80331851,-1.10221099 50.80357907,-1.10236469 50.80357259)))",BLD-2020C
"MULTIPOLYGON (((-1.10991791 50.80372057,-1.10982807 50.80372001,-1.10982717 50.80376739,-1.10991700 50.80376808,-1.10991791 50.80372057)))",BLD-1161B
"MULTIPOLYGON (((-1.09715287 50.80478088,-1.09715335 50.80477356,-1.09714007 50.80477362,-1.09714005 50.80476826,-1.09714852 50.80476788,-1.09714999 50.80470906,-1.09714146 50.80470897,-1.09714155 50.80470374,-1.09714976 50.80470361,-1.09715041 50.80468368,-1.09715168 50.80464416,-1.09714310 50.80464413,-1.09714333 50.80463880,-1.09715174 50.80463889,-1.09715321 50.80457997,-1.09714472 50.80457957,-1.09714495 50.80457415,-1.09715335 50.80457423,-1.09715482 50.80451512,-1.09714638 50.80451467,-1.09714663 50.80450929,-1.09715497 50.80450938,-1.09715643 50.80445056,-1.09714820 50.80445005,-1.09714832 50.80444457,-1.09715658 50.80444482,-1.09715806 50.80438544,-1.09714986 50.80438536,-1.09714981 50.80437985,-1.09715820 50.80437975,-1.09715967 50.80432076,-1.09715157 50.80432068,-1.09715137 50.80431511,-1.09715981 50.80431505,-1.09716029 50.80429584,-1.09716078 50.80427609,-1.09716128 50.80425617,-1.09715327 50.80425609,-1.09715302 50.80425046,-1.09716143 50.80425030,-1.09716290 50.80419137,-1.09715489 50.80419128,-1.09715508 50.80418570,-1.09716302 50.80418604,-1.09716299 50.80418739,-1.09716824 50.80418743,-1.09716833 50.80417881,-1.09716377 50.80417877,-1.09716429 50.80415157,-1.09718845 50.80415172,-1.09718831 50.80414983,-1.09714335 50.80414940,-1.09714414 50.80412241,-1.09718925 50.80412300,-1.09718907 50.80412097,-1.09716489 50.80412064,-1.09716542 50.80409351,-1.09717047 50.80409355,-1.09717055 50.80408491,-1.09716530 50.80408487,-1.09716528 50.80408622,-1.09715755 50.80408614,-1.09715736 50.80408064,-1.09716543 50.80408063,-1.09716707 50.80402145,-1.09715910 50.80402136,-1.09715903 50.80401605,-1.09716722 50.80401609,-1.09716886 50.80395662,-1.09716080 50.80395653,-1.09716084 50.80395133,-1.09716901 50.80395147,-1.09717065 50.80389194,-1.09716229 50.80389185,-1.09716259 50.80388661,-1.09717080 50.80388673,-1.09717235 50.80382738,-1.09716400 50.80382736,-1.09716420 50.80382167,-1.09717235 50.80382205,-1.09717365 50.80376277,-1.09716563 50.80376258,-1.09716584 50.80375742,-1.09717409 50.80375749,-1.09717407 50.80375883,-1.09717931 50.80375887,-1.09717926 50.80374372,-1.09736511 50.80374576,-1.09736483 50.80376061,-1.09737001 50.80376065,-1.09737004 50.80375935,-1.09737793 50.80375961,-1.09737772 50.80376504,-1.09736996 50.80376508,-1.09736833 50.80382403,-1.09737606 50.80382411,-1.09737608 50.80382975,-1.09736817 50.80382982,-1.09736654 50.80388880,-1.09737440 50.80388889,-1.09737459 50.80389431,-1.09736639 50.80389442,-1.09736476 50.80395361,-1.09737290 50.80395370,-1.09737303 50.80395899,-1.09736461 50.80395899,-1.09736298 50.80401819,-1.09737184 50.80401829,-1.09737123 50.80401825,-1.09737138 50.80402362,-1.09736282 50.80402372,-1.09736119 50.80408301,-1.09736955 50.80408310,-1.09736936 50.80408841,-1.09736105 50.80408826,-1.09736108 50.80408691,-1.09735583 50.80408687,-1.09735574 50.80409549,-1.09736074 50.80409554,-1.09736004 50.80412266,-1.09733576 50.80412244,-1.09733566 50.80412439,-1.09736943 50.80412468,-1.09736892 50.80415151,-1.09733519 50.80415125,-1.09733501 50.80415331,-1.09735910 50.80415358,-1.09735858 50.80418028,-1.09735362 50.80418024,-1.09735344 50.80418803,-1.09736702 50.80418808,-1.09736673 50.80419353,-1.09735818 50.80419348,-1.09735709 50.80425266,-1.09736533 50.80425290,-1.09736507 50.80425824,-1.09735695 50.80425815,-1.09735595 50.80429779,-1.09735545 50.80431730,-1.09736376 50.80431746,-1.09736351 50.80432296,-1.09735531 50.80432288,-1.09735381 50.80438188,-1.09736221 50.80438221,-1.09736186 50.80438759,-1.09735367 50.80438750,-1.09735216 50.80444674,-1.09736043 50.80444708,-1.09736030 50.80445226,-1.09735203 50.80445217,-1.09735053 50.80451125,-1.09735888 50.80451189,-1.09735850 50.80451716,-1.09735038 50.80451708,-1.09734888 50.80457619,-1.09735714 50.80457661,-1.09735682 50.80458192,-1.09734873 50.80458184,-1.09734724 50.80464069,-1.09735563 50.80464123,-1.09735526 50.80464662,-1.09734709 50.80464653,-1.09734673 50.80466626,-1.09734546 50.80470539,-1.09735365 50.80470591,-1.09735348 50.80471124,-1.09734545 50.80471116,-1.09734395 50.80477014,-1.09735196 50.80477069,-1.09735197 50.80477599,-1.09734353 50.80477577,-1.09734356 50.80477442,-1.09733831 50.80477438,-1.09733830 50.80478280,-1.09734303 50.80478285,-1.09734233 50.80480997,-1.09731805 50.80480975,-1.09731796 50.80481170,-1.09735619 50.80481203,-1.09735567 50.80483886,-1.09731761 50.80483857,-1.09731731 50.80484062,-1.09734139 50.80484089,-1.09734088 50.80486760,-1.09733603 50.80486756,-1.09733579 50.80487652,-1.09734096 50.80487653,-1.09734102 50.80487520,-1.09734924 50.80487520,-1.09734926 50.80488068,-1.09734053 50.80488052,-1.09733991 50.80494023,-1.09734779 50.80494042,-1.09734795 50.80494586,-1.09733956 50.80494580,-1.09733827 50.80500475,-1.09734610 50.80500507,-1.09734624 50.80501051,-1.09733798 50.80501065,-1.09733763 50.80501271,-1.09733704 50.80501423,-1.09733621 50.80501625,-1.09733532 50.80501823,-1.09733433 50.80502015,-1.09733323 50.80502199,-1.09733195 50.80502373,-1.09733049 50.80502535,-1.09732880 50.80502682,-1.09732499 50.80502907,-1.09732251 50.80503006,-1.09731983 50.80503090,-1.09731696 50.80503162,-1.09731393 50.80503224,-1.09731080 50.80503280,-1.09730758 50.80503330,-1.09730433 50.80503378,-1.09717422 50.80503254,-1.09717347 50.80503239,-1.09717028 50.80503176,-1.09716714 50.80503111,-1.09716406 50.80503041,-1.09716111 50.80502965,-1.09715829 50.80502882,-1.09715564 50.80502788,-1.09715322 50.80502684,-1.09715103 50.80502566,-1.09714858 50.80502387,-1.09714706 50.80502233,-1.09714582 50.80502064,-1.09714479 50.80501883,-1.09714394 50.80501692,-1.09714324 50.80501492,-1.09714267 50.80501286,-1.09714216 50.80501076,-1.09714170 50.80500865,-1.09713402 50.80500815,-1.09713402 50.80500285,-1.09714188 50.80500296,-1.09714377 50.80494362,-1.09713561 50.80494352,-1.09713568 50.80493815,-1.09714394 50.80493826,-1.09714583 50.80487884,-1.09713719 50.80487881,-1.09713742 50.80487334,-1.09714563 50.80487345,-1.09714562 50.80487484,-1.09715081 50.80487485,-1.09715090 50.80486612,-1.09715090 50.80486612,-1.09714606 50.80486609,-1.09714658 50.80483888,-1.09717074 50.80483903,-1.09717061 50.80483714,-1.09712564 50.80483672,-1.09712643 50.80480972,-1.09717155 50.80481031,-1.09717136 50.80480829,-1.09714718 50.80480795,-1.09714771 50.80478083,-1.09715287 50.80478088,-1.09715287 50.80478088)))",BLD-2110
